field_1,field_2,field_3
115.739819185233742,-32.049134429918738,-13.923999999999999
115.739820114401354,-32.049135413401061,-13.961000000000000
115.739821926378866,-32.049133807674622,-13.957000000000001
115.739822876479465,-32.049134809406610,-13.976000000000001
115.739825511600031,-32.049134195129120,-14.039000000000000
115.739826451110559,-32.049135196755792,-14.063000000000001
115.739828112972361,-32.049133724848559,-14.090999999999999
115.739783156041611,-32.049131103875681,-12.547000000000001
115.739783897059525,-32.049131905071960,-12.634000000000000
115.739784752714186,-32.049132842719736,-12.682000000000000
115.739786620609678,-32.049131021050954,-12.730000000000000
115.739787465797860,-32.049131949573891,-12.782999999999999
115.739788238091649,-32.049132787164240,-12.864000000000001
115.739790212135247,-32.049130948509188,-12.898000000000000
115.739790984552641,-32.049131777079971,-12.984000000000000
115.739791934281996,-32.049132805870848,-13.000000000000000
115.739793950933191,-32.049130949597782,-13.032000000000000
115.739794796492291,-32.049131851061986,-13.090999999999999
115.739795683546475,-32.049132816084231,-13.132999999999999
115.739798546622083,-32.049131798138404,-13.239000000000001
115.739799381591169,-32.049132699497306,-13.305000000000000
115.739802307712822,-32.049131718261336,-13.411000000000000
115.739803174081388,-32.049132646994735,-13.465999999999999
115.739806066331155,-32.049131818775237,-13.550000000000001
115.739806943166244,-32.049132756633448,-13.603000000000000
115.739809856225307,-32.049131955683109,-13.657999999999999
115.739810733184029,-32.049132884521732,-13.717000000000001
115.739812748104143,-32.049131154522115,-13.731999999999999
115.739813677271670,-32.049132138004495,-13.763999999999999
115.739814585506224,-32.049133103237196,-13.810000000000000
115.739816408197527,-32.049131488596551,-13.821999999999999
115.739817295622771,-32.049132426559986,-13.880000000000001
115.739820015958529,-32.049131777046689,-13.923999999999999
115.739820976401958,-32.049132796923075,-13.936999999999999
115.739822734439983,-32.049131262826613,-13.926000000000000
115.739823663607581,-32.049132246308929,-13.962999999999999
115.739824592775236,-32.049133229791217,-13.996000000000000
115.739826233456839,-32.049131757673464,-14.023000000000000
115.739827173214593,-32.049132741261026,-14.057000000000000
115.739829786165913,-32.049132198929293,-14.113000000000000
115.739781476008204,-32.049129264974162,-12.440000000000000
115.739782300387006,-32.049130166227869,-12.497999999999999
115.739785003004144,-32.049129263957219,-12.597000000000000
115.739785816916509,-32.049130156086079,-12.660000000000000
115.739788604996122,-32.049129200540335,-12.757999999999999
115.739789450307953,-32.049130120043692,-12.814000000000000
115.739792260185808,-32.049129119610669,-12.919000000000000
115.739793084688358,-32.049130011844760,-12.983000000000001
115.739795947640275,-32.049129002918555,-13.085000000000001
115.739796813885093,-32.049129940671541,-13.135999999999999
115.739797680129982,-32.049130878424535,-13.185000000000000
115.739799739883068,-32.049128968455193,-13.231000000000000
115.739800616594422,-32.049129915333005,-13.279000000000000
115.739801493553017,-32.049130844171700,-13.332000000000001
115.739803446045300,-32.049129032364519,-13.382999999999999
115.739804323003938,-32.049129961203192,-13.436999999999999
115.739805189372490,-32.049130889936578,-13.493000000000000
115.739807173140463,-32.049129114523417,-13.509000000000000
115.739808029413439,-32.049130007073273,-13.581000000000000
115.739808937400682,-32.049130990345112,-13.617000000000001
115.739810952444415,-32.049129251325958,-13.635000000000000
115.739811850336096,-32.049130198414275,-13.683999999999999
115.739814591604755,-32.049129567150757,-13.730000000000000
115.739815489496451,-32.049130514239046,-13.782000000000000
115.739818178556362,-32.049129828331701,-13.846000000000000
115.739819128533242,-32.049130839083269,-13.868000000000000
115.739820844705378,-32.049129268487469,-13.879000000000000
115.739821763406454,-32.049130242844960,-13.919000000000000
115.739824374997951,-32.049129799728433,-13.949999999999999
115.739825304289184,-32.049130774191170,-13.990000000000000
115.739826998292074,-32.049129275541169,-13.992000000000001
115.739827937926194,-32.049130268148275,-14.020000000000000
115.739828877683948,-32.049131251735837,-14.054000000000000
115.739830603704306,-32.049129735362527,-14.090999999999999
115.739831512309905,-32.049130673536418,-14.157999999999999
115.739833322061997,-32.049129230161775,-14.153000000000000
115.739779044614139,-32.049126606731910,-12.249000000000001
115.739779889925828,-32.049127526235338,-12.303000000000001
115.739780735113939,-32.049128454758304,-12.355000000000000
115.739782686246684,-32.049126742166543,-12.368000000000000
115.739783395865146,-32.049127515988310,-12.464000000000000
115.739784230834061,-32.049128417347291,-12.522000000000000
115.739786204630377,-32.049126596731412,-12.548999999999999
115.739786966334037,-32.049127434216487,-12.630000000000001
115.739787822235897,-32.049128353825132,-12.682000000000000
115.739789796897526,-32.049126470072316,-12.718999999999999
115.739790652799442,-32.049127389680962,-12.773999999999999
115.739791466835470,-32.049128272790220,-12.840000000000000
115.739794287921470,-32.049127227364671,-12.952000000000000
115.739795122890484,-32.049128128723588,-13.013999999999999
115.739798017365359,-32.049127138152301,-13.116000000000000
115.739798883857446,-32.049128057866170,-13.173000000000000
115.739801744336816,-32.049127229330914,-13.254000000000000
115.739802631761904,-32.049128167294448,-13.302000000000000
115.739805450622612,-32.049127284220624,-13.388000000000000
115.739806306648291,-32.049128194809605,-13.451000000000001
115.739809146441914,-32.049127329985375,-13.545999999999999
115.739810065142862,-32.049128304342943,-13.584000000000000
115.739811804102331,-32.049126616703646,-13.629000000000000
115.739812743736266,-32.049127609310879,-13.657000000000000
115.739813641504327,-32.049128565418712,-13.707000000000001
115.739815422205993,-32.049126923298289,-13.723000000000001
115.739816309754843,-32.049127852242172,-13.782000000000000
115.739817207522933,-32.049128808349984,-13.834000000000000
115.739818965437323,-32.049127283273151,-13.820000000000000
115.739819905071329,-32.049128275880321,-13.849000000000000
115.739821535162832,-32.049126803657323,-13.875000000000000
115.739822495729811,-32.049127814514172,-13.894000000000000
115.739823435363874,-32.049128807121299,-13.920000000000000
115.739825087500847,-32.049127271971969,-13.948000000000000
115.739826069000841,-32.049128301078447,-13.955000000000000
115.739827784431071,-32.049126784599892,-13.994999999999999
115.739828724188797,-32.049127768187446,-14.026000000000000
115.739829674413031,-32.049128760899812,-14.051000000000000
115.739831473698658,-32.049127308400365,-14.057000000000000
115.739832424046512,-32.049128292093179,-14.087999999999999
115.739835166180313,-32.049127597692333,-14.186999999999999
115.739774006532116,-32.049124806609946,-11.964000000000000
115.739777479464806,-32.049124886242744,-12.109000000000000
115.739778251511183,-32.049125741872260,-12.180999999999999
115.739780870396487,-32.049124766602965,-12.298000000000000
115.739781830468473,-32.049125813538303,-12.318000000000000
115.739784597367830,-32.049124857782054,-12.414000000000000
115.739785380127984,-32.049125704497278,-12.489000000000001
115.739788189634879,-32.049124731123008,-12.580000000000000
115.739788940995652,-32.049125550463671,-12.666000000000000
115.739791813919453,-32.049124586740618,-12.752000000000001
115.739792607393397,-32.049125424541515,-12.830000000000000
115.739793431895919,-32.049126316775606,-12.895000000000000
115.739795553829708,-32.049124506653165,-12.907000000000000
115.739796388922329,-32.049125398992530,-12.970000000000001
115.739797182272710,-32.049126245812943,-13.050000000000001
115.739799207659374,-32.049124524938392,-13.061999999999999
115.739800011476262,-32.049125380883652,-13.141999999999999
115.739800940519942,-32.049126373385668,-13.170999999999999
115.739802861489068,-32.049124543223520,-13.206000000000000
115.739803717638338,-32.049125444792963,-13.270000000000000
115.739804573663989,-32.049126355381958,-13.332000000000001
115.739806567651129,-32.049124607132754,-13.352000000000000
115.739807381934526,-32.049125472202796,-13.435000000000000
115.739808290292586,-32.049126428415974,-13.478999999999999
115.739810081337183,-32.049124804440019,-13.496000000000000
115.739810927020059,-32.049125696884573,-13.568000000000000
115.739813595023264,-32.049125001747186,-13.632999999999999
115.739814503381382,-32.049125957960321,-13.680999999999999
115.739817148597353,-32.049125379866503,-13.722000000000000
115.739818025803331,-32.049126290665960,-13.789999999999999
115.739819718446455,-32.049124891231152,-13.779999999999999
115.739820595405206,-32.049125820069726,-13.840999999999999
115.739823187176185,-32.049125277527565,-13.898000000000000
115.739824158333278,-32.049126288489674,-13.913000000000000
115.739825925848649,-32.049124835674441,-13.916000000000000
115.739826865606332,-32.049125819262002,-13.948000000000000
115.739829552317275,-32.049125304725948,-14.012000000000000
115.739830502541466,-32.049126297438328,-14.044000000000000
115.739832346536161,-32.049124673988459,-14.066000000000001
115.739833307226846,-32.049125675825671,-14.087999999999999
115.739834205365952,-32.049126604874708,-14.159000000000001
115.739836123614865,-32.049124973142234,-14.159000000000001
115.739837053029831,-32.049125938585334,-14.209000000000000
115.739771616880660,-32.049122193886490,-11.763000000000000
115.739772399640657,-32.049123040601778,-11.835000000000001
115.739773202962766,-32.049123932625434,-11.898999999999999
115.739775037480882,-32.049122227895147,-11.920000000000000
115.739775882792514,-32.049123147398589,-11.975000000000000
115.739776665428934,-32.049124003133407,-12.047000000000001
115.739778512020592,-32.049122190273721,-12.085000000000001
115.739779388484422,-32.049123155190770,-12.130000000000001
115.739780181587349,-32.049124020050421,-12.199000000000000
115.739782144669974,-32.049122208348855,-12.224000000000000
115.739782979762438,-32.049123100688298,-12.284000000000001
115.739783762398943,-32.049123956423088,-12.356000000000000
115.739785757746233,-32.049122108959118,-12.381000000000000
115.739786582248641,-32.049123001193230,-12.442000000000000
115.739787385941753,-32.049123866158126,-12.512000000000000
115.739789371564257,-32.049121955451945,-12.548999999999999
115.739790112582156,-32.049122756648195,-12.638999999999999
115.739790968607664,-32.049123667237282,-12.696000000000000
115.739793883520917,-32.049122730993986,-12.776999999999999
115.739794687461327,-32.049123577919715,-12.853000000000000
115.739797495608244,-32.049122703760325,-12.946000000000000
115.739798372566753,-32.049123632599049,-12.997999999999999
115.739801138971359,-32.049122712920678,-13.092000000000001
115.739802026272770,-32.049123659903756,-13.138999999999999
115.739804834543236,-32.049122776724651,-13.234000000000000
115.739805721844689,-32.049123723707716,-13.282000000000000
115.739807481613482,-32.049122063337727,-13.311999999999999
115.739808327296288,-32.049122955782295,-13.380000000000001
115.739809204378531,-32.049123875601389,-13.438000000000001
115.739810974366506,-32.049122242395278,-13.451000000000001
115.739811809706495,-32.049123116695434,-13.531000000000001
115.739812707598091,-32.049124063783736,-13.577999999999999
115.739814413303705,-32.049122484063197,-13.592000000000001
115.739815279795948,-32.049123403776953,-13.654999999999999
115.739816188154066,-32.049124359990081,-13.702999999999999
115.739817859987824,-32.049122933286057,-13.705000000000000
115.739818768345984,-32.049123889499143,-13.754000000000000
115.739820399302729,-32.049122354139293,-13.779000000000000
115.739821339183990,-32.049123328707338,-13.816000000000001
115.739822278817968,-32.049124321314494,-13.846000000000000
115.739824046333339,-32.049122868499282,-13.849000000000000
115.739824965158036,-32.049123833837193,-13.895000000000000
115.739826732796971,-32.049122372002387,-13.906000000000001
115.739827662211795,-32.049123337445565,-13.951000000000001
115.739828581160140,-32.049124293763867,-13.999000000000001
115.739830414441101,-32.049122679228326,-14.019000000000000
115.739831385598237,-32.049123690190378,-14.037000000000001
115.739834222795523,-32.049123014776221,-14.087999999999999
115.739835173143376,-32.049123998469000,-14.124000000000001
115.739838085213009,-32.049123269674446,-14.182000000000000
115.739839046151019,-32.049124253472485,-14.215000000000000
115.739840869583404,-32.049122584714162,-14.263000000000000
115.739769185610683,-32.049119526624516,-11.570000000000000
115.739770041265061,-32.049120464272399,-11.624000000000001
115.739770844710748,-32.049121347276497,-11.689000000000000
115.739772627020145,-32.049119587902467,-11.722000000000000
115.739773399190042,-32.049120434512460,-11.795999999999999
115.739774244378026,-32.049121363035475,-11.851000000000001
115.739776090846036,-32.049119559195375,-11.887000000000000
115.739776915224681,-32.049120460449124,-11.948000000000000
115.739777677051805,-32.049121288914684,-12.026000000000000
115.739779692219500,-32.049119540876504,-12.035000000000000
115.739780485322413,-32.049120405736140,-12.103999999999999
115.739781289015454,-32.049121270701050,-12.172000000000001
115.739784077342065,-32.049120297116310,-12.263999999999999
115.739784954053164,-32.049121243994215,-12.311999999999999
115.739787764054455,-32.049120234541739,-12.407999999999999
115.739788588556834,-32.049121126775852,-12.471000000000000
115.739791430328353,-32.049120117639177,-12.571999999999999
115.739792244735199,-32.049120973689753,-12.643000000000001
115.739793038085494,-32.049121820510209,-12.718999999999999
115.739794990206846,-32.049120035761824,-12.752000000000001
115.739795877384537,-32.049120991764497,-12.797000000000001
115.739796691791412,-32.049121847815073,-12.871000000000000
115.739798622856128,-32.049120053836475,-12.891999999999999
115.739799458195989,-32.049120928136723,-12.961000000000000
115.739800241203497,-32.049121756812738,-13.045999999999999
115.739802266219172,-32.049120062996792,-13.048999999999999
115.739803143054090,-32.049121000855017,-13.100000000000000
115.739803967927543,-32.049121866030383,-13.175000000000001
115.739805727572687,-32.049120214679967,-13.199000000000000
115.739806594188394,-32.049121125374228,-13.259000000000000
115.739809168116878,-32.049120339093804,-13.356999999999999
115.739810076474924,-32.049121295306961,-13.401000000000000
115.739812669605627,-32.049120653549927,-13.467000000000001
115.739813525754982,-32.049121555119299,-13.536000000000000
115.739815186998612,-32.049120128310015,-13.539999999999999
115.739816043147982,-32.049121029879380,-13.609999999999999
115.739816972439030,-32.049122004342173,-13.646000000000001
115.739818645261693,-32.049120505481703,-13.654000000000000
115.739819501411091,-32.049121407051040,-13.727000000000000
115.739821237403376,-32.049119935880917,-13.741000000000000
115.739822177160974,-32.049120919468514,-13.773999999999999
115.739823127385051,-32.049121912180944,-13.802000000000000
115.739824832348731,-32.049120386577584,-13.851000000000001
115.739825772229977,-32.049121361145602,-13.885999999999999
115.739828586887270,-32.049120784736097,-13.912000000000001
115.739829505835601,-32.049121741054407,-13.962000000000000
115.739831381847722,-32.049120099881314,-13.975000000000000
115.739832300919701,-32.049121047180044,-14.029999999999999
115.739833251391119,-32.049122021853300,-14.065000000000000
115.739835254607939,-32.049120372924001,-14.057000000000000
115.739836205203019,-32.049121338577685,-14.093999999999999
115.739837113808591,-32.049122276751540,-14.161000000000000
115.739838978859638,-32.049120662531728,-14.169000000000000
115.739839929578352,-32.049121619165810,-14.218000000000000
115.739842895216455,-32.049120845799770,-14.285000000000000
115.739767630804522,-32.049117824279627,-11.423999999999999
115.739768403097983,-32.049118661870104,-11.500000000000000
115.739770978139290,-32.049117794414471,-11.598000000000001
115.739771792298683,-32.049118668504306,-11.664000000000000
115.739774442088759,-32.049117756687863,-11.765000000000001
115.739775245658052,-32.049118630672389,-11.831000000000000
115.739778074614307,-32.049117783782663,-11.903000000000000
115.739778836317782,-32.049118621267787,-11.980000000000000
115.739781572311983,-32.049117602058864,-12.083000000000000
115.739782490888928,-32.049118585436169,-12.122000000000000
115.739783283991869,-32.049119450295791,-12.192000000000000
115.739785321575852,-32.049117612272546,-12.208000000000000
115.739786156544682,-32.049118513631527,-12.268000000000001
115.739786928961948,-32.049119342202324,-12.346000000000000
115.739788945983761,-32.049117458870661,-12.379000000000000
115.739789781199889,-32.049118342190511,-12.444000000000001
115.739790605702311,-32.049119234424616,-12.507000000000000
115.739792588975817,-32.049117495089895,-12.526999999999999
115.739793424068338,-32.049118387429282,-12.589000000000000
115.739794227885085,-32.049119243374577,-12.660000000000000
115.739796962890196,-32.049118296321751,-12.757000000000000
115.739797766830605,-32.049119143247459,-12.834000000000000
115.739800595663056,-32.049118305376808,-12.911000000000000
115.739801409946352,-32.049119170446893,-12.986000000000001
115.739803200990934,-32.049117546471031,-12.999000000000001
115.739804025740710,-32.049118420665948,-13.071000000000000
115.739804902822854,-32.049119340485063,-13.127000000000001
115.739806630944926,-32.049117670779651,-13.151000000000000
115.739807518493564,-32.049118599723585,-13.202999999999999
115.739808301501142,-32.049119428399550,-13.295999999999999
115.739810027892460,-32.049117884967870,-13.295000000000000
115.739810863232407,-32.049118759268026,-13.369999999999999
115.739811823799172,-32.049119770124939,-13.395000000000000
115.739813422367618,-32.049118279547073,-13.423999999999999
115.739814288983396,-32.049119190241292,-13.488000000000000
115.739815919940156,-32.049117654881485,-13.510000000000000
115.739816859697655,-32.049118638469125,-13.545000000000000
115.739817747246434,-32.049119567413001,-13.601000000000001
115.739819451715675,-32.049118077887925,-13.624000000000001
115.739820328921638,-32.049118988687376,-13.690000000000000
115.739823025728001,-32.049118510334957,-13.739000000000001
115.739823902933978,-32.049119421134392,-13.805000000000000
115.739825746310558,-32.049117842782408,-13.811000000000000
115.739826675725311,-32.049118808225579,-13.853000000000000
115.739827626073037,-32.049119791918422,-13.885999999999999
115.739829470685734,-32.049118123370846,-13.917000000000000
115.739830441966433,-32.049119125313339,-13.940000000000000
115.739833332732132,-32.049118405327853,-13.994999999999999
115.739834293670029,-32.049119389125927,-14.023999999999999
115.739837119658972,-32.049118758704203,-14.065000000000000
115.739838049321108,-32.049119706108186,-14.119000000000000
115.739840053773946,-32.049117966983253,-14.141000000000000
115.739840983436082,-32.049118914387229,-14.196999999999999
115.739841955087769,-32.049119889270983,-14.231000000000000
115.739843917921888,-32.049118095607547,-14.257000000000000
115.739844868517011,-32.049119061261159,-14.305000000000000
115.739761781283690,-32.049114951637144,-11.081000000000000
115.739762595195700,-32.049115843766124,-11.150000000000000
115.739765147326054,-32.049115102373804,-11.234999999999999
115.739765929838697,-32.049115967128238,-11.308000000000000
115.739766785616638,-32.049116895756576,-11.365000000000000
115.739768630353979,-32.049115218190352,-11.381000000000000
115.739769423456735,-32.049116083050066,-11.451000000000001
115.739770237492465,-32.049116966159438,-11.518000000000001
115.739772094056065,-32.049115198502918,-11.545000000000000
115.739772897625343,-32.049116072487450,-11.613000000000000
115.739773648985917,-32.049116891828191,-11.694000000000001
115.739775622040469,-32.049115125329806,-11.708000000000000
115.739776436076241,-32.049116008439142,-11.773000000000000
115.739777281387802,-32.049116927942578,-11.833000000000000
115.739779203098948,-32.049115043663463,-11.865000000000000
115.739780027601228,-32.049115935897639,-11.928000000000001
115.739780831294198,-32.049116800862564,-11.997000000000000
115.739783588715767,-32.049115763825064,-12.101000000000001
115.739784455207612,-32.049116683539033,-12.154999999999999
115.739787328007552,-32.049115728835623,-12.241000000000000
115.739788142167086,-32.049116602925338,-12.308000000000000
115.739790918667182,-32.049115719430681,-12.398000000000000
115.739791743416831,-32.049116593625676,-12.465999999999999
115.739794509450434,-32.049115701006095,-12.544000000000000
115.739795323857265,-32.049116557056664,-12.617000000000001
115.739796106864688,-32.049117385732700,-12.699999999999999
115.739798079424347,-32.049115655312164,-12.712999999999999
115.739798904421306,-32.049116511468007,-12.787000000000001
115.739799718704575,-32.049117376538106,-12.859000000000000
115.739801499159029,-32.049115752456977,-12.872000000000000
115.739802323908791,-32.049116626651895,-12.943000000000000
115.739804928989358,-32.049115885785191,-13.020000000000000
115.739805806195108,-32.049116796584748,-13.077999999999999
115.739808326060427,-32.049116090953923,-13.161000000000000
115.739809223951951,-32.049117038042226,-13.211000000000000
115.739810770435241,-32.049115483801089,-13.259000000000000
115.739811616118018,-32.049116376245628,-13.330000000000000
115.739812534942530,-32.049117341583624,-13.369000000000000
115.739814186708585,-32.049115833493097,-13.382000000000000
115.739815011458475,-32.049116707687929,-13.462000000000000
115.739817708017569,-32.049116247374727,-13.496000000000000
115.739818585223475,-32.049117158174191,-13.558999999999999
115.739820289816294,-32.049115659629550,-13.593000000000000
115.739821198298017,-32.049116606823077,-13.641000000000000
115.739822117246263,-32.049117563141444,-13.688000000000001
115.739823908414067,-32.049115930145732,-13.718000000000000
115.739824869104581,-32.049116931982979,-13.744000000000000
115.739827643008368,-32.049116237898147,-13.810000000000000
115.739828562080277,-32.049117185196920,-13.861000000000001
115.739831410980045,-32.049116428712118,-13.936000000000000
115.739832382260730,-32.049117430654611,-13.959000000000000
115.739834247064550,-32.049115834473959,-13.962000000000000
115.739835187193066,-32.049116791002788,-14.006000000000000
115.739836127321638,-32.049117747531632,-14.051000000000000
115.739838173516759,-32.049116053925651,-14.045000000000000
115.739839113645345,-32.049117010454466,-14.092000000000001
115.739842016484417,-32.049116182339411,-14.157999999999999
115.739842967079525,-32.049117147993037,-14.206000000000000
115.739845880755894,-32.049116301944075,-14.292000000000000
115.739846862750468,-32.049117294972177,-14.319000000000001
115.739760122183924,-32.049113130985056,-10.949000000000000
115.739761103064879,-32.049114205189788,-10.986000000000001
115.739763519502006,-32.049113318115857,-11.099000000000000
115.739764281205311,-32.049114155601053,-11.177000000000000
115.739766898112407,-32.049113324644892,-11.269000000000000
115.739767691091529,-32.049114198524151,-11.340000000000000
115.739770497384029,-32.049113459658685,-11.404999999999999
115.739771332229054,-32.049114370037316,-11.465999999999999
115.739774014654643,-32.049113395399864,-11.568000000000000
115.739774849746965,-32.049114287739371,-11.631000000000000
115.739777658264629,-32.049113386521753,-11.710000000000001
115.739778420338908,-32.049114196948224,-11.789999999999999
115.739781125304461,-32.049113123306121,-11.903000000000000
115.739781960396854,-32.049114015645571,-11.965999999999999
115.739782837231516,-32.049114953503924,-12.018000000000001
115.739784895624695,-32.049113142749910,-12.032000000000000
115.739785668165524,-32.049113962301185,-12.113000000000000
115.739786513724425,-32.049114863765432,-12.172000000000001
115.739788475817747,-32.049113124220213,-12.191000000000001
115.739789279634394,-32.049113980165536,-12.262000000000000
115.739790072984604,-32.049114826985999,-12.337000000000000
115.739791982992713,-32.049113023777387,-12.358000000000001
115.739792828675306,-32.049113916222062,-12.420999999999999
115.739793715976546,-32.049114863205197,-12.468000000000000
115.739795646793937,-32.049113087265781,-12.494000000000000
115.739796471667233,-32.049113952441189,-12.563000000000001
115.739797275607600,-32.049114799366890,-12.638999999999999
115.739799003853307,-32.049113120642048,-12.667000000000000
115.739799818136547,-32.049113985712147,-12.739000000000001
115.739800695095013,-32.049114914550849,-12.791000000000000
115.739802402284099,-32.049113226595800,-12.819000000000001
115.739803227157466,-32.049114091771173,-12.891999999999999
115.739804041564369,-32.049114947821693,-12.968000000000000
115.739805757489194,-32.049113395265216,-12.971000000000000
115.739806613761985,-32.049114287815065,-13.035000000000000
115.739807490596917,-32.049115225673290,-13.087999999999999
115.739809110098278,-32.049113753345161,-13.108000000000001
115.739809903695900,-32.049114582126407,-13.195000000000000
